category,name,detail,address,lat,lng
อื่นๆ,บริษัท โมทีโก จำกัด,กลึง เจาะ กัด ไส เชื่อมโลหะ,"เลขที่ 2/8 ตำบล ชัยมงคล อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.52775,100.1825
โรงงานประกอบชิ้นส่วน,ห้างหุ้นส่วนจำกัด สยาม แมชชีน เอ็นจิเนี่ยริ่ง,กลึง ตัด ปั๊ม ตัดเรเซอร์ เจาะ ปั๊มขึ้นรูปโลหะ เชื่อม ประกอบชิ้นงานโลหะ,"เลขที่ 7/6 ตำบล บางกระเจ้า อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5277598, 100.2075682
โรงงานพลาสติกอื่นๆ,บริษัท พี.เอส.พี.สเปเชียลตี้ส์ จำกัด (มหาชน),ผลิตและบรรจุน้ำมันหล่อลื่น และผลิตกระป๋อง ขวด จากพลาสติก,"เลขที่ 76/3 ตำบล ท่าจีน อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5294242, 100.2439203
โรงงานห้องเย็นและชำแหละ,นายสมชาย อมรรัตน์ชัยกุล,ทำปลากระป๋อง ถนอมสัตว์น้ำโดยวิธีทำให้เยือกแข็งและห้องเย็น,"เลขที่ 131281 ตามโฉนด ตำบล บางกระเจ้า อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5294317, 100.24666
โรงงานห้องเย็นและชำแหละ,บริษัท โกลเด้นซี 2828 จำกัด,ผลิตอาหารทะเลแช่แข็ง และ ห้องเย็น,"เลขที่ โฉนดที่ดิน 123048 ตำบล ท่าจีน อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5296999, 100.2567602
โรงงานห้องเย็นและชำแหละ,ทับทิม เขียวโพธิ์,ชำแหละ แกะ ล้างสัตว์น้ำ และแปรรูปอาหารจากสัตว์น้ำ,"เลขที่ 43/7 ตำบล โกรกกราก อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5297156, 100.2754365
โรงงานห้องเย็นและชำแหละ,บริษัท ทะเลไทย ฟู้ด จำกัด,ห้องเย็นและล้าง ชำแหละ แกะสัตว์น้ำ,"เลขที่ 82/92 ตำบล ท่าทราย อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5300348, 100.2384146
โรงงานพลาสติกอื่นๆ,บริษัท มหาเจริญการทอ จำกัด,ผลิตผลิตภัณฑ์พลาสติก เช่น ผ้าฟาง, ถุง, เชือก, อวน, กระสอบ,"เลขที่ โฉนดที่ดินเลขที่ 134693 ตำบล นาโคก อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5304317, 100.1317596
อื่นๆ,บริษัท ทริปเปิล พี เทอร์มินอล จำกัด,ปรับปรุงคุณภาพผลิตภัณฑ์ปิโตรเลียมที่ปนเปื้อน น้ำมันเตาที่ปนเปื้อน น้ำมันหล่อลื่นที่ใช้แล้ว ตัวทำละลายอินทรีย์ที่ใช้แล้ว และกากตะกอนน้ำมันจากเรือเดินสมุทร รวมทั้งของเสียจากการสำรวจปิโตรเลียม และของเสียที่เกิดจากการทำความสะอาดแทงค์ฟาร์ม ทั้งทางบก และทางทะเล เพื่อมาผลิตเป็นเชื้อเพลิงผสม,"เลขที่ 21/6 ตำบล ท่าจีน อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5318614, 100.2507413
อื่นๆ,ห้างหุ้นส่วนจำกัด สมุทรนาวี แมชชีนเนอรี่ (2005),การกลึง เจาะ คว้าน กัด ไส เจียร หรือเชื่อมชิ้นงานโลหะ,"เลขที่ 765 ตำบล ท่าฉลอม อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5322094, 100.2669583
โรงงานห้องเย็นและชำแหละ,บริษัท แอล อาร์ ห้องเย็น จำกัด,ห้องเย็นเก็บสินค้า,"เลขที่ 168/8 ตำบล บางหญ้าแพรก อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5326397, 100.2822609
โรงงานอาหารสัตว์,บริษัท เอสเคที ฟีต จำกัด,ผลิตอาหารสัตว์ และวัตถุดิบอาหารสัตว์,"เลขที่ 88/8 ตำบล โคกขาม อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.532781,100.342043
โรงงานห้องเย็นและชำแหละ,บริษัท ฝู หยวน มารีน จำกัด,ห้องเย็น และชำแหละ แกะ ล้างสัตว์น้ำ,"เลขที่ 168 ตำบล บางหญ้าแพรก อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5333381, 100.2835284
โรงงานพลาสติกอื่นๆ,บริษัท ไบรเทน พลาสท์ จำกัด,ผลิตเครื่องมือเครื่องใช้เครื่องเรือนจากพลาสติก เช่น ตะกร้า, โต๊ะ, เก้าอี้, กะละมัง, ลังเก็บของ,"เลขที่ 89 ตำบล ชัยมงคล อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5334171, 100.1632366
อื่นๆ,บริษัท สยามบ๊อกซ์ จำกัด,เคลือบและอบสีแผ่นโลหะ,"เลขที่ 73/4 ตำบล บางกระเจ้า อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.533425,100.201809
